variant,symbol,period,year,open_time,entry_time,exit_time,ret_5m,return_z,future_long_30m,net_4bps,net_5bps,net_8bps
CANDIDATE_FIRST_30M,BTCUSDT,2024-01,2024,2024-01-10 22:50:00+00:00,2024-01-10 22:55:00+00:00,2024-01-10 23:25:00+00:00,0.008388320810298167,4.089997790181722,0.005725390091473992,0.005325390091473992,0.005125390091473992,0.0049253900914739916
CANDIDATE_FIRST_30M,ETHUSDT,2024-01,2024,2024-01-10 23:05:00+00:00,2024-01-10 23:10:00+00:00,2024-01-10 23:40:00+00:00,0.010008835925465531,5.1229950972712635,-0.0026632292428764304,-0.0030632292428764306,-0.00326322924287643,-0.0034632292428764303
CANDIDATE_FIRST_30M,BNBUSDT,2024-01,2024,2024-01-11 08:45:00+00:00,2024-01-11 08:50:00+00:00,2024-01-11 09:20:00+00:00,0.01244212962962954,5.937498409289188,-0.006097173705938319,-0.006497173705938319,-0.006697173705938319,-0.0068971737059383195
CANDIDATE_FIRST_30M,BTCUSDT,2024-01,2024,2024-01-11 14:40:00+00:00,2024-01-11 14:45:00+00:00,2024-01-11 15:15:00+00:00,0.009914124716694728,4.6843162160645875,-0.010436526401179314,-0.010836526401179313,-0.011036526401179313,-0.011236526401179314
CANDIDATE_FIRST_30M,ETHUSDT,2024-01,2024,2024-01-11 14:45:00+00:00,2024-01-11 14:50:00+00:00,2024-01-11 15:20:00+00:00,0.012139347788352017,5.924127233709015,-0.012302278158237145,-0.012702278158237145,-0.012902278158237145,-0.013102278158237146
CANDIDATE_FIRST_30M,ETHUSDT,2024-01,2024,2024-01-12 11:25:00+00:00,2024-01-12 11:30:00+00:00,2024-01-12 12:00:00+00:00,0.009062642196268733,4.218623630144761,-0.0048363458720077634,-0.005236345872007764,-0.005436345872007763,-0.005636345872007764
CANDIDATE_FIRST_30M,ETHUSDT,2024-01,2024,2024-01-12 14:25:00+00:00,2024-01-12 14:30:00+00:00,2024-01-12 15:00:00+00:00,0.009999550581996308,4.578959802238864,0.003567164289793201,0.003167164289793201,0.002967164289793201,0.002767164289793201
CANDIDATE_FIRST_30M,BTCUSDT,2024-01,2024,2024-01-12 16:55:00+00:00,2024-01-12 17:00:00+00:00,2024-01-12 17:30:00+00:00,0.008921989781652595,4.00643745866404,-0.0038592617701758147,-0.004259261770175815,-0.004459261770175815,-0.004659261770175815
CANDIDATE_FIRST_30M,BNBUSDT,2024-01,2024,2024-01-12 22:30:00+00:00,2024-01-12 22:35:00+00:00,2024-01-12 23:05:00+00:00,0.013405472465366275,6.183463005544957,0.005917562236430252,0.005517562236430251,0.005317562236430252,0.005117562236430251
CANDIDATE_FIRST_30M,BTCUSDT,2024-01,2024,2024-01-12 22:30:00+00:00,2024-01-12 22:35:00+00:00,2024-01-12 23:05:00+00:00,0.010599838210483714,4.595812698250505,0.0076151121605667615,0.007215112160566761,0.007015112160566762,0.006815112160566761
CANDIDATE_FIRST_30M,ETHUSDT,2024-01,2024,2024-01-12 22:30:00+00:00,2024-01-12 22:35:00+00:00,2024-01-12 23:05:00+00:00,0.01344350608582956,5.683211282397861,0.0027977170628767922,0.002397717062876792,0.0021977170628767924,0.0019977170628767923
CANDIDATE_FIRST_30M,SOLUSDT,2024-01,2024,2024-01-12 22:30:00+00:00,2024-01-12 22:35:00+00:00,2024-01-12 23:05:00+00:00,0.02276087995086118,4.970843526945549,0.006985073298778621,0.006585073298778621,0.006385073298778621,0.006185073298778621
CANDIDATE_FIRST_30M,BNBUSDT,2024-01,2024,2024-01-15 12:20:00+00:00,2024-01-15 12:25:00+00:00,2024-01-15 12:55:00+00:00,0.020215891670924746,10.0509548795886,-0.005729492798998037,-0.006129492798998037,-0.006329492798998037,-0.0065294927989980375
